Country,Smokers_Indicator,Smokers_Subject,Smokers_Measure,Smokers_Frequency,TIME,Smokers_Value,Smokers_Flag_Codes,Alcohol_Indicator,Alcohol_Subject,Alcohol_Measure,Alcohol_Frequency,Alcohol_Value,Alcohol_Flag_Codes,Population_Indicator,Population_Subject,Population_Measure,Population_Frequency,Population_Value,Population_Flag_Codes
NOR,SMOKERS,TOT,PC_POP15,A,1987,36.0,,ALCOHOL,TOT,LT_CAP15,A,5.4,,POP,TOT,MLN_PER,A,4.186905,
NOR,SMOKERS,TOT,PC_POP15,A,1988,38.0,,ALCOHOL,TOT,LT_CAP15,A,5.3,,POP,TOT,MLN_PER,A,4.209489,
NOR,SMOKERS,TOT,PC_POP15,A,1989,36.0,,ALCOHOL,TOT,LT_CAP15,A,5.1,,POP,TOT,MLN_PER,A,4.226909,
NOR,SMOKERS,TOT,PC_POP15,A,1990,35.0,,ALCOHOL,TOT,LT_CAP15,A,5.0,,POP,TOT,MLN_PER,A,4.241476,
NOR,SMOKERS,TOT,PC_POP15,A,1991,34.0,,ALCOHOL,TOT,LT_CAP15,A,4.9,,POP,TOT,MLN_PER,A,4.261738,
NOR,SMOKERS,TOT,PC_POP15,A,1992,35.0,,ALCOHOL,TOT,LT_CAP15,A,4.7,,POP,TOT,MLN_PER,A,4.286397,
NOR,SMOKERS,TOT,PC_POP15,A,1993,37.0,,ALCOHOL,TOT,LT_CAP15,A,4.6,,POP,TOT,MLN_PER,A,4.311984,
NOR,SMOKERS,TOT,PC_POP15,A,1994,33.0,,ALCOHOL,TOT,LT_CAP15,A,4.7,,POP,TOT,MLN_PER,A,4.336614,
NOR,SMOKERS,TOT,PC_POP15,A,1995,33.0,,ALCOHOL,TOT,LT_CAP15,A,4.8,,POP,TOT,MLN_PER,A,4.359187,
NOR,SMOKERS,TOT,PC_POP15,A,1996,33.0,,ALCOHOL,TOT,LT_CAP15,A,5.0,,POP,TOT,MLN_PER,A,4.381339,
NOR,SMOKERS,TOT,PC_POP15,A,1997,34.0,,ALCOHOL,TOT,LT_CAP15,A,5.3,,POP,TOT,MLN_PER,A,4.405158,
NOR,SMOKERS,TOT,PC_POP15,A,1998,33.0,,ALCOHOL,TOT,LT_CAP15,A,5.2,,POP,TOT,MLN_PER,A,4.431465,
NOR,SMOKERS,TOT,PC_POP15,A,1999,32.0,,ALCOHOL,TOT,LT_CAP15,A,5.5,,POP,TOT,MLN_PER,A,4.461915,
NOR,SMOKERS,TOT,PC_POP15,A,2000,32.0,,ALCOHOL,TOT,LT_CAP15,A,5.7,,POP,TOT,MLN_PER,A,4.490973,
NOR,SMOKERS,TOT,PC_POP15,A,2001,30.0,,ALCOHOL,TOT,LT_CAP15,A,5.5,,POP,TOT,MLN_PER,A,4.513747,
NOR,SMOKERS,TOT,PC_POP15,A,2002,29.0,,ALCOHOL,TOT,LT_CAP15,A,5.9,,POP,TOT,MLN_PER,A,4.538157,
NOR,SMOKERS,TOT,PC_POP15,A,2003,26.0,,ALCOHOL,TOT,LT_CAP15,A,6.0,,POP,TOT,MLN_PER,A,4.564856,
NOR,SMOKERS,TOT,PC_POP15,A,2004,26.0,,ALCOHOL,TOT,LT_CAP15,A,6.2,,POP,TOT,MLN_PER,A,4.591909,
NOR,SMOKERS,TOT,PC_POP15,A,2005,25.0,,ALCOHOL,TOT,LT_CAP15,A,6.4,,POP,TOT,MLN_PER,A,4.623293,
NOR,SMOKERS,TOT,PC_POP15,A,2006,24.0,,ALCOHOL,TOT,LT_CAP15,A,6.5,,POP,TOT,MLN_PER,A,4.660673,
NOR,SMOKERS,TOT,PC_POP15,A,2007,22.0,,ALCOHOL,TOT,LT_CAP15,A,6.6,,POP,TOT,MLN_PER,A,4.709156,
NOR,SMOKERS,TOT,PC_POP15,A,2008,21.0,,ALCOHOL,TOT,LT_CAP15,A,6.8,,POP,TOT,MLN_PER,A,4.768215,
NOR,SMOKERS,TOT,PC_POP15,A,2009,21.0,,ALCOHOL,TOT,LT_CAP15,A,6.7,,POP,TOT,MLN_PER,A,4.828716,
NOR,SMOKERS,TOT,PC_POP15,A,2010,19.0,,ALCOHOL,TOT,LT_CAP15,A,6.6,,POP,TOT,MLN_PER,A,4.889253,
NOR,SMOKERS,TOT,PC_POP15,A,2011,17.0,,ALCOHOL,TOT,LT_CAP15,A,6.4,,POP,TOT,MLN_PER,A,4.953089,
NOR,SMOKERS,TOT,PC_POP15,A,2012,16.0,,ALCOHOL,TOT,LT_CAP15,A,6.2,,POP,TOT,MLN_PER,A,5.018574,
NOR,SMOKERS,TOT,PC_POP15,A,2013,15.0,,ALCOHOL,TOT,LT_CAP15,A,6.2,,POP,TOT,MLN_PER,A,5.080171,
NOR,SMOKERS,TOT,PC_POP15,A,2014,13.0,,ALCOHOL,TOT,LT_CAP15,A,6.1,,POP,TOT,MLN_PER,A,5.137427,
NOR,SMOKERS,TOT,PC_POP15,A,2015,13.0,,ALCOHOL,TOT,LT_CAP15,A,6.0,,POP,TOT,MLN_PER,A,5.189898,
NOR,SMOKERS,TOT,PC_POP15,A,2016,12.0,,ALCOHOL,TOT,LT_CAP15,A,6.0,,POP,TOT,MLN_PER,A,5.236152,
NOR,SMOKERS,TOT,PC_POP15,A,2017,11.0,,ALCOHOL,TOT,LT_CAP15,A,6.0,,POP,TOT,MLN_PER,A,5.276965,
NOR,SMOKERS,TOT,PC_POP15,A,2018,12.0,,ALCOHOL,TOT,LT_CAP15,A,6.0,,POP,TOT,MLN_PER,A,5.311916,
NOR,SMOKERS,TOT,PC_POP15,A,2019,9.0,,ALCOHOL,TOT,LT_CAP15,A,6.1,,POP,TOT,MLN_PER,A,5.347893,
NOR,SMOKERS,TOT,PC_POP15,A,2020,9.0,,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,5.379472,
NOR,SMOKERS,TOT,PC_POP15,A,2021,8.0,,ALCOHOL,TOT,LT_CAP15,A,7.4,,POP,TOT,MLN_PER,A,5.40832,
POL,SMOKERS,TOT,PC_POP15,A,1996,31.5,,ALCOHOL,TOT,LT_CAP15,A,8.1,,POP,TOT,MLN_PER,A,38.289,
POL,SMOKERS,TOT,PC_POP15,A,2001,27.6,,ALCOHOL,TOT,LT_CAP15,A,7.8,,POP,TOT,MLN_PER,A,38.248076,
POL,SMOKERS,TOT,PC_POP15,A,2004,26.3,,ALCOHOL,TOT,LT_CAP15,A,9.2,,POP,TOT,MLN_PER,A,38.180249,
POL,SMOKERS,TOT,PC_POP15,A,2009,23.8,,ALCOHOL,TOT,LT_CAP15,A,10.2,,POP,TOT,MLN_PER,A,38.153389,
POL,SMOKERS,TOT,PC_POP15,A,2014,22.7,,ALCOHOL,TOT,LT_CAP15,A,10.5,,POP,TOT,MLN_PER,A,38.483957,
POL,SMOKERS,TOT,PC_POP15,A,2019,17.1,,ALCOHOL,TOT,LT_CAP15,A,11.0,,POP,TOT,MLN_PER,A,38.386476,
PRT,SMOKERS,TOT,PC_POP15,A,1987,19.0,,ALCOHOL,TOT,LT_CAP15,A,12.4,,POP,TOT,MLN_PER,A,10.0300305,
PRT,SMOKERS,TOT,PC_POP15,A,1996,19.5,,ALCOHOL,TOT,LT_CAP15,A,12.1,,POP,TOT,MLN_PER,A,10.0639445,
PRT,SMOKERS,TOT,PC_POP15,A,1999,20.6,,ALCOHOL,TOT,LT_CAP15,A,13.2,,POP,TOT,MLN_PER,A,10.217828,
PRT,SMOKERS,TOT,PC_POP15,A,2006,18.6,,ALCOHOL,TOT,LT_CAP15,A,11.8,,POP,TOT,MLN_PER,A,10.522288,
PRT,SMOKERS,TOT,PC_POP15,A,2014,16.8,,ALCOHOL,TOT,LT_CAP15,A,10.2,,POP,TOT,MLN_PER,A,10.4010615,
PRT,SMOKERS,TOT,PC_POP15,A,2019,14.2,,ALCOHOL,TOT,LT_CAP15,A,10.4,,POP,TOT,MLN_PER,A,10.286263,
SVK,SMOKERS,TOT,PC_POP15,A,2003,22.1,,ALCOHOL,TOT,LT_CAP15,A,9.9,,POP,TOT,MLN_PER,A,5.37895,
SVK,SMOKERS,TOT,PC_POP15,A,2009,19.5,,ALCOHOL,TOT,LT_CAP15,A,10.7,,POP,TOT,MLN_PER,A,5.418374,
SVK,SMOKERS,TOT,PC_POP15,A,2014,22.9,,ALCOHOL,TOT,LT_CAP15,A,10.1,,POP,TOT,MLN_PER,A,5.418649,
SVK,SMOKERS,TOT,PC_POP15,A,2019,21.0,,ALCOHOL,TOT,LT_CAP15,A,10.3,,POP,TOT,MLN_PER,A,5.454147,
ESP,SMOKERS,TOT,PC_POP15,A,1985,41.0,,ALCOHOL,TOT,LT_CAP15,A,14.5,,POP,TOT,MLN_PER,A,38.467025,
ESP,SMOKERS,TOT,PC_POP15,A,1987,38.4,,ALCOHOL,TOT,LT_CAP15,A,14.4,,POP,TOT,MLN_PER,A,38.682322,
ESP,SMOKERS,TOT,PC_POP15,A,1989,35.9,,ALCOHOL,TOT,LT_CAP15,A,13.3,,POP,TOT,MLN_PER,A,38.821377,
ESP,SMOKERS,TOT,PC_POP15,A,1993,32.1,,ALCOHOL,TOT,LT_CAP15,A,11.6,,POP,TOT,MLN_PER,A,39.356082,
ESP,SMOKERS,TOT,PC_POP15,A,1995,33.7,,ALCOHOL,TOT,LT_CAP15,A,11.0,,POP,TOT,MLN_PER,A,39.718895,
ESP,SMOKERS,TOT,PC_POP15,A,1997,33.2,,ALCOHOL,TOT,LT_CAP15,A,11.6,,POP,TOT,MLN_PER,A,40.049974,
ESP,SMOKERS,TOT,PC_POP15,A,2001,31.7,,ALCOHOL,TOT,LT_CAP15,A,12.4,,POP,TOT,MLN_PER,A,40.766049,
ESP,SMOKERS,TOT,PC_POP15,A,2003,28.1,,ALCOHOL,TOT,LT_CAP15,A,11.4,,POP,TOT,MLN_PER,A,42.196231,
ESP,SMOKERS,TOT,PC_POP15,A,2006,26.4,,ALCOHOL,TOT,LT_CAP15,A,11.9,,POP,TOT,MLN_PER,A,44.360521,
ESP,SMOKERS,TOT,PC_POP15,A,2009,26.2,,ALCOHOL,TOT,LT_CAP15,A,10.0,,POP,TOT,MLN_PER,A,46.36755,
ESP,SMOKERS,TOT,PC_POP15,A,2011,23.9,,ALCOHOL,TOT,LT_CAP15,A,9.6,,POP,TOT,MLN_PER,A,46.736257,
ESP,SMOKERS,TOT,PC_POP15,A,2014,23.0,,ALCOHOL,TOT,LT_CAP15,A,9.5,,POP,TOT,MLN_PER,A,46.455123,
ESP,SMOKERS,TOT,PC_POP15,A,2017,22.1,,ALCOHOL,TOT,LT_CAP15,A,10.8,,POP,TOT,MLN_PER,A,46.532869,
ESP,SMOKERS,TOT,PC_POP15,A,2020,19.8,,ALCOHOL,TOT,LT_CAP15,A,7.8,E,POP,TOT,MLN_PER,A,47.355685,
SWE,SMOKERS,TOT,PC_POP15,A,1980,32.4,,ALCOHOL,TOT,LT_CAP15,A,6.7,,POP,TOT,MLN_PER,A,8.310477,
SWE,SMOKERS,TOT,PC_POP15,A,1981,30.4,,ALCOHOL,TOT,LT_CAP15,A,6.3,,POP,TOT,MLN_PER,A,8.320482,
SWE,SMOKERS,TOT,PC_POP15,A,1982,30.6,,ALCOHOL,TOT,LT_CAP15,A,6.4,,POP,TOT,MLN_PER,A,8.32526,
SWE,SMOKERS,TOT,PC_POP15,A,1983,29.0,,ALCOHOL,TOT,LT_CAP15,A,6.1,,POP,TOT,MLN_PER,A,8.329025,
SWE,SMOKERS,TOT,PC_POP15,A,1984,30.5,,ALCOHOL,TOT,LT_CAP15,A,6.0,,POP,TOT,MLN_PER,A,8.336595,
SWE,SMOKERS,TOT,PC_POP15,A,1985,28.5,,ALCOHOL,TOT,LT_CAP15,A,6.1,,POP,TOT,MLN_PER,A,8.350378,
SWE,SMOKERS,TOT,PC_POP15,A,1986,27.6,,ALCOHOL,TOT,LT_CAP15,A,6.3,,POP,TOT,MLN_PER,A,8.369824,
SWE,SMOKERS,TOT,PC_POP15,A,1987,27.7,,ALCOHOL,TOT,LT_CAP15,A,6.2,,POP,TOT,MLN_PER,A,8.397797,
SWE,SMOKERS,TOT,PC_POP15,A,1988,27.0,,ALCOHOL,TOT,LT_CAP15,A,6.4,,POP,TOT,MLN_PER,A,8.436483,
SWE,SMOKERS,TOT,PC_POP15,A,1989,25.9,,ALCOHOL,TOT,LT_CAP15,A,6.5,,POP,TOT,MLN_PER,A,8.492959,
SWE,SMOKERS,TOT,PC_POP15,A,1990,25.8,,ALCOHOL,TOT,LT_CAP15,A,6.4,,POP,TOT,MLN_PER,A,8.558834,
SWE,SMOKERS,TOT,PC_POP15,A,1991,25.1,,ALCOHOL,TOT,LT_CAP15,A,6.3,,POP,TOT,MLN_PER,A,8.617376,
SWE,SMOKERS,TOT,PC_POP15,A,1992,25.9,,ALCOHOL,TOT,LT_CAP15,A,6.3,,POP,TOT,MLN_PER,A,8.668065,
SWE,SMOKERS,TOT,PC_POP15,A,1993,23.3,,ALCOHOL,TOT,LT_CAP15,A,6.2,,POP,TOT,MLN_PER,A,8.718558,
SWE,SMOKERS,TOT,PC_POP15,A,1994,22.7,,ALCOHOL,TOT,LT_CAP15,A,6.3,,POP,TOT,MLN_PER,A,8.780741,
SWE,SMOKERS,TOT,PC_POP15,A,1995,22.8,,ALCOHOL,TOT,LT_CAP15,A,6.2,,POP,TOT,MLN_PER,A,8.826944,
SWE,SMOKERS,TOT,PC_POP15,A,1996,22.3,,ALCOHOL,TOT,LT_CAP15,A,6.0,,POP,TOT,MLN_PER,A,8.840999,
SWE,SMOKERS,TOT,PC_POP15,A,1997,19.2,,ALCOHOL,TOT,LT_CAP15,A,5.9,,POP,TOT,MLN_PER,A,8.846059,
SWE,SMOKERS,TOT,PC_POP15,A,1998,19.1,,ALCOHOL,TOT,LT_CAP15,A,5.8,,POP,TOT,MLN_PER,A,8.850975,
SWE,SMOKERS,TOT,PC_POP15,A,1999,19.3,,ALCOHOL,TOT,LT_CAP15,A,6.1,,POP,TOT,MLN_PER,A,8.857879,
SWE,SMOKERS,TOT,PC_POP15,A,2000,18.9,,ALCOHOL,TOT,LT_CAP15,A,6.2,,POP,TOT,MLN_PER,A,8.872112,
SWE,SMOKERS,TOT,PC_POP15,A,2001,18.9,,ALCOHOL,TOT,LT_CAP15,A,6.5,,POP,TOT,MLN_PER,A,8.895963,
SWE,SMOKERS,TOT,PC_POP15,A,2002,17.5,,ALCOHOL,TOT,LT_CAP15,A,6.9,,POP,TOT,MLN_PER,A,8.92496,
SWE,SMOKERS,TOT,PC_POP15,A,2003,17.2,,ALCOHOL,TOT,LT_CAP15,A,6.9,,POP,TOT,MLN_PER,A,8.958232,
SWE,SMOKERS,TOT,PC_POP15,A,2004,15.9,,ALCOHOL,TOT,LT_CAP15,A,6.5,,POP,TOT,MLN_PER,A,8.993534,
SWE,SMOKERS,TOT,PC_POP15,A,2005,15.7,,ALCOHOL,TOT,LT_CAP15,A,6.5,,POP,TOT,MLN_PER,A,9.029567,
SWE,SMOKERS,TOT,PC_POP15,A,2006,15.2,,ALCOHOL,TOT,LT_CAP15,A,6.8,,POP,TOT,MLN_PER,A,9.080506,
SWE,SMOKERS,TOT,PC_POP15,A,2007,13.8,,ALCOHOL,TOT,LT_CAP15,A,7.0,,POP,TOT,MLN_PER,A,9.148093,
SWE,SMOKERS,TOT,PC_POP15,A,2008,14.6,,ALCOHOL,TOT,LT_CAP15,A,7.0,,POP,TOT,MLN_PER,A,9.219639,
SWE,SMOKERS,TOT,PC_POP15,A,2009,14.0,,ALCOHOL,TOT,LT_CAP15,A,7.3,,POP,TOT,MLN_PER,A,9.298512,
SWE,SMOKERS,TOT,PC_POP15,A,2010,13.6,,ALCOHOL,TOT,LT_CAP15,A,7.4,,POP,TOT,MLN_PER,A,9.378131,
SWE,SMOKERS,TOT,PC_POP15,A,2011,13.1,,ALCOHOL,TOT,LT_CAP15,A,7.3,,POP,TOT,MLN_PER,A,9.449216,
SWE,SMOKERS,TOT,PC_POP15,A,2012,12.8,,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,9.519379,
SWE,SMOKERS,TOT,PC_POP15,A,2013,10.7,,ALCOHOL,TOT,LT_CAP15,A,7.3,,POP,TOT,MLN_PER,A,9.600374,
SWE,SMOKERS,TOT,PC_POP15,A,2014,11.9,,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,9.696105,
SWE,SMOKERS,TOT,PC_POP15,A,2015,11.2,,ALCOHOL,TOT,LT_CAP15,A,7.1,,POP,TOT,MLN_PER,A,9.799183,
SWE,SMOKERS,TOT,PC_POP15,A,2016,10.9,,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,9.923086,
SWE,SMOKERS,TOT,PC_POP15,A,2017,10.4,,ALCOHOL,TOT,LT_CAP15,A,7.0,,POP,TOT,MLN_PER,A,10.057695,
SWE,SMOKERS,TOT,PC_POP15,A,2018,10.1,,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,10.175215,
SWE,SMOKERS,TOT,PC_POP15,A,2019,10.4,,ALCOHOL,TOT,LT_CAP15,A,7.1,,POP,TOT,MLN_PER,A,10.278888,
SWE,SMOKERS,TOT,PC_POP15,A,2020,9.5,,ALCOHOL,TOT,LT_CAP15,A,7.5,,POP,TOT,MLN_PER,A,10.353444,
CHE,SMOKERS,TOT,PC_POP15,A,1992,28.1,,ALCOHOL,TOT,LT_CAP15,A,12.3,,POP,TOT,MLN_PER,A,6.875364,
CHE,SMOKERS,TOT,PC_POP15,A,1997,28.9,,ALCOHOL,TOT,LT_CAP15,A,11.2,,POP,TOT,MLN_PER,A,7.088906,
CHE,SMOKERS,TOT,PC_POP15,A,2002,26.5,,ALCOHOL,TOT,LT_CAP15,A,10.8,,POP,TOT,MLN_PER,A,7.284754,
CHE,SMOKERS,TOT,PC_POP15,A,2007,20.4,,ALCOHOL,TOT,LT_CAP15,A,10.4,,POP,TOT,MLN_PER,A,7.551117,
CHE,SMOKERS,TOT,PC_POP15,A,2012,20.4,,ALCOHOL,TOT,LT_CAP15,A,9.9,,POP,TOT,MLN_PER,A,7.996861,
CHE,SMOKERS,TOT,PC_POP15,A,2017,19.1,,ALCOHOL,TOT,LT_CAP15,A,9.2,,POP,TOT,MLN_PER,A,8.451834,
TUR,SMOKERS,TOT,PC_POP15,A,1989,47.4,,ALCOHOL,TOT,LT_CAP15,A,1.4,,POP,TOT,MLN_PER,A,54.192,
TUR,SMOKERS,TOT,PC_POP15,A,1995,43.6,,ALCOHOL,TOT,LT_CAP15,A,1.7,,POP,TOT,MLN_PER,A,59.756,
TUR,SMOKERS,TOT,PC_POP15,A,2003,32.1,,ALCOHOL,TOT,LT_CAP15,A,1.5,,POP,TOT,MLN_PER,A,66.794551,
TUR,SMOKERS,TOT,PC_POP15,A,2006,33.4,,ALCOHOL,TOT,LT_CAP15,A,1.2,,POP,TOT,MLN_PER,A,69.295253,
TUR,SMOKERS,TOT,PC_POP15,A,2008,27.4,,ALCOHOL,TOT,LT_CAP15,A,1.5,,POP,TOT,MLN_PER,A,71.051689,
TUR,SMOKERS,TOT,PC_POP15,A,2010,25.4,,ALCOHOL,TOT,LT_CAP15,A,1.5,,POP,TOT,MLN_PER,A,73.142162,
TUR,SMOKERS,TOT,PC_POP15,A,2012,23.8,,ALCOHOL,TOT,LT_CAP15,A,1.6,,POP,TOT,MLN_PER,A,75.175836,
TUR,SMOKERS,TOT,PC_POP15,A,2014,27.3,,ALCOHOL,TOT,LT_CAP15,A,1.5,,POP,TOT,MLN_PER,A,77.181894,
TUR,SMOKERS,TOT,PC_POP15,A,2016,26.5,,ALCOHOL,TOT,LT_CAP15,A,1.3,,POP,TOT,MLN_PER,A,79.277971,
TUR,SMOKERS,TOT,PC_POP15,A,2019,28.0,,ALCOHOL,TOT,LT_CAP15,A,1.3,,POP,TOT,MLN_PER,A,82.579448,
GBR,SMOKERS,TOT,PC_POP15,A,1961,51.0,,ALCOHOL,TOT,LT_CAP15,A,7.1,,POP,TOT,MLN_PER,A,52.708934,
GBR,SMOKERS,TOT,PC_POP15,A,1962,49.5,,ALCOHOL,TOT,LT_CAP15,A,7.1,,POP,TOT,MLN_PER,A,53.341128,
GBR,SMOKERS,TOT,PC_POP15,A,1963,48.5,,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,53.6782,
GBR,SMOKERS,TOT,PC_POP15,A,1964,47.5,,ALCOHOL,TOT,LT_CAP15,A,7.5,,POP,TOT,MLN_PER,A,54.0657,
GBR,SMOKERS,TOT,PC_POP15,A,1965,48.0,,ALCOHOL,TOT,LT_CAP15,A,7.4,,POP,TOT,MLN_PER,A,54.4357,
GBR,SMOKERS,TOT,PC_POP15,A,1966,49.5,,ALCOHOL,TOT,LT_CAP15,A,7.6,,POP,TOT,MLN_PER,A,54.6541,
GBR,SMOKERS,TOT,PC_POP15,A,1967,49.0,,ALCOHOL,TOT,LT_CAP15,A,7.7,,POP,TOT,MLN_PER,A,54.9784,
GBR,SMOKERS,TOT,PC_POP15,A,1968,49.0,,ALCOHOL,TOT,LT_CAP15,A,7.9,,POP,TOT,MLN_PER,A,55.2825,
GBR,SMOKERS,TOT,PC_POP15,A,1969,49.0,,ALCOHOL,TOT,LT_CAP15,A,8.1,,POP,TOT,MLN_PER,A,55.534,
GBR,SMOKERS,TOT,PC_POP15,A,1970,49.5,,ALCOHOL,TOT,LT_CAP15,A,7.1,,POP,TOT,MLN_PER,A,55.7107,
GBR,SMOKERS,TOT,PC_POP15,A,1971,46.5,,ALCOHOL,TOT,LT_CAP15,A,7.4,,POP,TOT,MLN_PER,A,55.928013,
GBR,SMOKERS,TOT,PC_POP15,A,1972,46.5,,ALCOHOL,TOT,LT_CAP15,A,7.8,,POP,TOT,MLN_PER,A,56.096677,
GBR,SMOKERS,TOT,PC_POP15,A,1973,46.0,,ALCOHOL,TOT,LT_CAP15,A,8.7,,POP,TOT,MLN_PER,A,56.222893,
GBR,SMOKERS,TOT,PC_POP15,A,1974,45.0,B,ALCOHOL,TOT,LT_CAP15,A,9.1,,POP,TOT,MLN_PER,A,56.235642,
GBR,SMOKERS,TOT,PC_POP15,A,1976,42.0,,ALCOHOL,TOT,LT_CAP15,A,9.3,,POP,TOT,MLN_PER,A,56.216121,
GBR,SMOKERS,TOT,PC_POP15,A,1978,40.0,,ALCOHOL,TOT,LT_CAP15,A,9.4,,POP,TOT,MLN_PER,A,56.178025,
GBR,SMOKERS,TOT,PC_POP15,A,1980,39.0,,ALCOHOL,TOT,LT_CAP15,A,9.4,,POP,TOT,MLN_PER,A,56.329673,
GBR,SMOKERS,TOT,PC_POP15,A,1982,35.0,,ALCOHOL,TOT,LT_CAP15,A,8.8,,POP,TOT,MLN_PER,A,56.290711,
GBR,SMOKERS,TOT,PC_POP15,A,1984,34.0,,ALCOHOL,TOT,LT_CAP15,A,9.2,,POP,TOT,MLN_PER,A,56.409327,
GBR,SMOKERS,TOT,PC_POP15,A,1986,33.0,,ALCOHOL,TOT,LT_CAP15,A,9.3,,POP,TOT,MLN_PER,A,56.683835,
GBR,SMOKERS,TOT,PC_POP15,A,1988,32.0,,ALCOHOL,TOT,LT_CAP15,A,9.8,,POP,TOT,MLN_PER,A,56.916448,
GBR,SMOKERS,TOT,PC_POP15,A,1990,30.0,,ALCOHOL,TOT,LT_CAP15,A,9.8,,POP,TOT,MLN_PER,A,57.237493,
GBR,SMOKERS,TOT,PC_POP15,A,1992,29.0,,ALCOHOL,TOT,LT_CAP15,A,9.3,,POP,TOT,MLN_PER,A,57.58453,
GBR,SMOKERS,TOT,PC_POP15,A,1994,27.0,,ALCOHOL,TOT,LT_CAP15,A,9.6,,POP,TOT,MLN_PER,A,57.862145,
GBR,SMOKERS,TOT,PC_POP15,A,1996,28.0,,ALCOHOL,TOT,LT_CAP15,A,9.8,,POP,TOT,MLN_PER,A,58.164374,
GBR,SMOKERS,TOT,PC_POP15,A,1998,27.0,,ALCOHOL,TOT,LT_CAP15,A,9.8,,POP,TOT,MLN_PER,A,58.474943,
GBR,SMOKERS,TOT,PC_POP15,A,2000,27.0,,ALCOHOL,TOT,LT_CAP15,A,10.4,,POP,TOT,MLN_PER,A,58.886065,
GBR,SMOKERS,TOT,PC_POP15,A,2001,27.0,,ALCOHOL,TOT,LT_CAP15,A,10.8,,POP,TOT,MLN_PER,A,59.113016,
GBR,SMOKERS,TOT,PC_POP15,A,2002,26.0,,ALCOHOL,TOT,LT_CAP15,A,11.1,,POP,TOT,MLN_PER,A,59.365677,
GBR,SMOKERS,TOT,PC_POP15,A,2003,26.0,,ALCOHOL,TOT,LT_CAP15,A,11.3,,POP,TOT,MLN_PER,A,59.636662,
GBR,SMOKERS,TOT,PC_POP15,A,2004,25.0,,ALCOHOL,TOT,LT_CAP15,A,11.6,,POP,TOT,MLN_PER,A,59.950364,
GBR,SMOKERS,TOT,PC_POP15,A,2005,24.0,,ALCOHOL,TOT,LT_CAP15,A,11.4,,POP,TOT,MLN_PER,A,60.413276,
GBR,SMOKERS,TOT,PC_POP15,A,2006,22.0,,ALCOHOL,TOT,LT_CAP15,A,11.0,,POP,TOT,MLN_PER,A,60.827067,
GBR,SMOKERS,TOT,PC_POP15,A,2007,21.0,,ALCOHOL,TOT,LT_CAP15,A,11.1,,POP,TOT,MLN_PER,A,61.319075,
GBR,SMOKERS,TOT,PC_POP15,A,2008,21.0,,ALCOHOL,TOT,LT_CAP15,A,10.8,,POP,TOT,MLN_PER,A,61.823772,
GBR,SMOKERS,TOT,PC_POP15,A,2009,21.0,,ALCOHOL,TOT,LT_CAP15,A,10.1,,POP,TOT,MLN_PER,A,62.260486,
GBR,SMOKERS,TOT,PC_POP15,A,2010,20.0,,ALCOHOL,TOT,LT_CAP15,A,10.1,,POP,TOT,MLN_PER,A,62.759456,
GBR,SMOKERS,TOT,PC_POP15,A,2011,20.0,,ALCOHOL,TOT,LT_CAP15,A,9.9,,POP,TOT,MLN_PER,A,63.285145,
GBR,SMOKERS,TOT,PC_POP15,A,2012,20.0,,ALCOHOL,TOT,LT_CAP15,A,9.6,,POP,TOT,MLN_PER,A,63.70503,
GBR,SMOKERS,TOT,PC_POP15,A,2013,19.0,,ALCOHOL,TOT,LT_CAP15,A,9.4,,POP,TOT,MLN_PER,A,64.105654,
GBR,SMOKERS,TOT,PC_POP15,A,2014,19.0,,ALCOHOL,TOT,LT_CAP15,A,9.4,,POP,TOT,MLN_PER,A,64.596752,
GBR,SMOKERS,TOT,PC_POP15,A,2015,17.8,,ALCOHOL,TOT,LT_CAP15,A,9.5,,POP,TOT,MLN_PER,A,65.110034,
GBR,SMOKERS,TOT,PC_POP15,A,2016,16.1,,ALCOHOL,TOT,LT_CAP15,A,9.5,,POP,TOT,MLN_PER,A,65.648054,
GBR,SMOKERS,TOT,PC_POP15,A,2017,16.8,,ALCOHOL,TOT,LT_CAP15,A,9.7,,POP,TOT,MLN_PER,A,66.040229,
GBR,SMOKERS,TOT,PC_POP15,A,2018,16.6,,ALCOHOL,TOT,LT_CAP15,A,9.8,,POP,TOT,MLN_PER,A,66.43555,
GBR,SMOKERS,TOT,PC_POP15,A,2019,15.8,,ALCOHOL,TOT,LT_CAP15,A,9.7,,POP,TOT,MLN_PER,A,66.796807,
GBR,SMOKERS,TOT,PC_POP15,A,2020,14.5,,ALCOHOL,TOT,LT_CAP15,A,9.7,,POP,TOT,MLN_PER,A,67.081234,
USA,SMOKERS,TOT,PC_POP15,A,1965,42.4,,ALCOHOL,TOT,LT_CAP15,A,8.6,,POP,TOT,MLN_PER,A,194.302963,
