Country,Smokers_Indicator,Smokers_Subject,Smokers_Measure,Smokers_Frequency,TIME,Smokers_Value,Smokers_Flag_Codes,Alcohol_Indicator,Alcohol_Subject,Alcohol_Measure,Alcohol_Frequency,Alcohol_Value,Alcohol_Flag_Codes,Population_Indicator,Population_Subject,Population_Measure,Population_Frequency,Population_Value,Population_Flag_Codes
USA,SMOKERS,TOT,PC_POP15,A,1966,42.6,,ALCOHOL,TOT,LT_CAP15,A,8.8,,POP,TOT,MLN_PER,A,196.560338,
USA,SMOKERS,TOT,PC_POP15,A,1967,39.1,,ALCOHOL,TOT,LT_CAP15,A,9.0,,POP,TOT,MLN_PER,A,198.712056,
USA,SMOKERS,TOT,PC_POP15,A,1968,37.7,,ALCOHOL,TOT,LT_CAP15,A,9.3,,POP,TOT,MLN_PER,A,200.706052,
USA,SMOKERS,TOT,PC_POP15,A,1970,37.4,,ALCOHOL,TOT,LT_CAP15,A,9.5,,POP,TOT,MLN_PER,A,205.052174,
USA,SMOKERS,TOT,PC_POP15,A,1974,37.1,,ALCOHOL,TOT,LT_CAP15,A,10.0,,POP,TOT,MLN_PER,A,213.853928,
USA,SMOKERS,TOT,PC_POP15,A,1976,36.1,,ALCOHOL,TOT,LT_CAP15,A,10.1,,POP,TOT,MLN_PER,A,218.035164,
USA,SMOKERS,TOT,PC_POP15,A,1977,36.0,,ALCOHOL,TOT,LT_CAP15,A,9.8,,POP,TOT,MLN_PER,A,220.239425,
USA,SMOKERS,TOT,PC_POP15,A,1978,34.1,,ALCOHOL,TOT,LT_CAP15,A,10.1,,POP,TOT,MLN_PER,A,222.584545,
USA,SMOKERS,TOT,PC_POP15,A,1979,33.5,,ALCOHOL,TOT,LT_CAP15,A,10.2,,POP,TOT,MLN_PER,A,225.055487,
USA,SMOKERS,TOT,PC_POP15,A,1980,33.2,,ALCOHOL,TOT,LT_CAP15,A,10.4,,POP,TOT,MLN_PER,A,227.224681,
USA,SMOKERS,TOT,PC_POP15,A,1983,32.1,,ALCOHOL,TOT,LT_CAP15,A,10.2,,POP,TOT,MLN_PER,A,233.791994,
USA,SMOKERS,TOT,PC_POP15,A,1985,30.1,,ALCOHOL,TOT,LT_CAP15,A,9.9,,POP,TOT,MLN_PER,A,237.923795,
USA,SMOKERS,TOT,PC_POP15,A,1987,28.8,,ALCOHOL,TOT,LT_CAP15,A,9.7,,POP,TOT,MLN_PER,A,242.288918,
USA,SMOKERS,TOT,PC_POP15,A,1988,28.1,,ALCOHOL,TOT,LT_CAP15,A,9.4,,POP,TOT,MLN_PER,A,244.498982,
USA,SMOKERS,TOT,PC_POP15,A,1990,25.5,,ALCOHOL,TOT,LT_CAP15,A,9.3,,POP,TOT,MLN_PER,A,249.622814,
USA,SMOKERS,TOT,PC_POP15,A,1991,22.1,B,ALCOHOL,TOT,LT_CAP15,A,8.7,,POP,TOT,MLN_PER,A,252.980941,
USA,SMOKERS,TOT,PC_POP15,A,1992,22.3,,ALCOHOL,TOT,LT_CAP15,A,8.7,,POP,TOT,MLN_PER,A,256.514224,
USA,SMOKERS,TOT,PC_POP15,A,1993,20.4,,ALCOHOL,TOT,LT_CAP15,A,8.4,,POP,TOT,MLN_PER,A,259.918588,
USA,SMOKERS,TOT,PC_POP15,A,1994,21.0,,ALCOHOL,TOT,LT_CAP15,A,8.3,,POP,TOT,MLN_PER,A,263.125821,
USA,SMOKERS,TOT,PC_POP15,A,1995,20.0,,ALCOHOL,TOT,LT_CAP15,A,8.1,,POP,TOT,MLN_PER,A,266.278393,
USA,SMOKERS,TOT,PC_POP15,A,1997,20.3,,ALCOHOL,TOT,LT_CAP15,A,8.1,,POP,TOT,MLN_PER,A,272.646925,
USA,SMOKERS,TOT,PC_POP15,A,1998,19.9,,ALCOHOL,TOT,LT_CAP15,A,8.1,,POP,TOT,MLN_PER,A,275.854104,
USA,SMOKERS,TOT,PC_POP15,A,1999,19.2,,ALCOHOL,TOT,LT_CAP15,A,8.2,,POP,TOT,MLN_PER,A,279.040168,
USA,SMOKERS,TOT,PC_POP15,A,2000,19.1,,ALCOHOL,TOT,LT_CAP15,A,8.3,,POP,TOT,MLN_PER,A,282.162411,
USA,SMOKERS,TOT,PC_POP15,A,2001,18.7,,ALCOHOL,TOT,LT_CAP15,A,8.3,,POP,TOT,MLN_PER,A,284.968955,
USA,SMOKERS,TOT,PC_POP15,A,2002,18.4,,ALCOHOL,TOT,LT_CAP15,A,8.3,,POP,TOT,MLN_PER,A,287.625193,
USA,SMOKERS,TOT,PC_POP15,A,2003,17.5,,ALCOHOL,TOT,LT_CAP15,A,8.4,,POP,TOT,MLN_PER,A,290.107933,
USA,SMOKERS,TOT,PC_POP15,A,2004,17.0,,ALCOHOL,TOT,LT_CAP15,A,8.5,,POP,TOT,MLN_PER,A,292.805298,
USA,SMOKERS,TOT,PC_POP15,A,2005,16.9,,ALCOHOL,TOT,LT_CAP15,A,8.5,,POP,TOT,MLN_PER,A,295.516599,
USA,SMOKERS,TOT,PC_POP15,A,2006,16.7,,ALCOHOL,TOT,LT_CAP15,A,8.6,,POP,TOT,MLN_PER,A,298.379912,
USA,SMOKERS,TOT,PC_POP15,A,2007,15.4,,ALCOHOL,TOT,LT_CAP15,A,8.7,,POP,TOT,MLN_PER,A,301.231207,
USA,SMOKERS,TOT,PC_POP15,A,2008,16.5,,ALCOHOL,TOT,LT_CAP15,A,8.7,,POP,TOT,MLN_PER,A,304.093966,
USA,SMOKERS,TOT,PC_POP15,A,2009,16.1,,ALCOHOL,TOT,LT_CAP15,A,8.7,,POP,TOT,MLN_PER,A,306.771529,
USA,SMOKERS,TOT,PC_POP15,A,2010,15.1,,ALCOHOL,TOT,LT_CAP15,A,8.6,,POP,TOT,MLN_PER,A,309.327143,
USA,SMOKERS,TOT,PC_POP15,A,2011,14.8,,ALCOHOL,TOT,LT_CAP15,A,8.7,,POP,TOT,MLN_PER,A,311.583481,
USA,SMOKERS,TOT,PC_POP15,A,2012,14.2,,ALCOHOL,TOT,LT_CAP15,A,8.9,,POP,TOT,MLN_PER,A,313.877662,
USA,SMOKERS,TOT,PC_POP15,A,2013,13.7,,ALCOHOL,TOT,LT_CAP15,A,8.8,,POP,TOT,MLN_PER,A,316.059947,
USA,SMOKERS,TOT,PC_POP15,A,2014,12.9,,ALCOHOL,TOT,LT_CAP15,A,8.8,,POP,TOT,MLN_PER,A,318.386329,
USA,SMOKERS,TOT,PC_POP15,A,2015,11.4,,ALCOHOL,TOT,LT_CAP15,A,8.8,,POP,TOT,MLN_PER,A,320.738994,
USA,SMOKERS,TOT,PC_POP15,A,2016,11.8,,ALCOHOL,TOT,LT_CAP15,A,8.9,,POP,TOT,MLN_PER,A,323.071755,
USA,SMOKERS,TOT,PC_POP15,A,2017,10.5,,ALCOHOL,TOT,LT_CAP15,A,8.9,,POP,TOT,MLN_PER,A,325.122128,
USA,SMOKERS,TOT,PC_POP15,A,2018,10.3,,ALCOHOL,TOT,LT_CAP15,A,8.9,,POP,TOT,MLN_PER,A,326.838199,
USA,SMOKERS,TOT,PC_POP15,A,2019,10.9,,ALCOHOL,TOT,LT_CAP15,A,9.0,,POP,TOT,MLN_PER,A,328.329953,
USA,SMOKERS,TOT,PC_POP15,A,2020,9.4,,ALCOHOL,TOT,LT_CAP15,A,9.3,,POP,TOT,MLN_PER,A,331.50108,
BRA,SMOKERS,TOT,PC_POP15,A,2003,17.6,,ALCOHOL,TOT,LT_CAP15,A,6.8,,POP,TOT,MLN_PER,A,180.708344,
BRA,SMOKERS,TOT,PC_POP15,A,2006,15.7,,ALCOHOL,TOT,LT_CAP15,A,6.9,,POP,TOT,MLN_PER,A,187.06161,
BRA,SMOKERS,TOT,PC_POP15,A,2007,15.6,,ALCOHOL,TOT,LT_CAP15,A,6.9,,POP,TOT,MLN_PER,A,189.038268,
BRA,SMOKERS,TOT,PC_POP15,A,2008,14.8,,ALCOHOL,TOT,LT_CAP15,A,6.8,,POP,TOT,MLN_PER,A,191.010274,
BRA,SMOKERS,TOT,PC_POP15,A,2009,14.3,,ALCOHOL,TOT,LT_CAP15,A,7.0,,POP,TOT,MLN_PER,A,192.980905,
BRA,SMOKERS,TOT,PC_POP15,A,2010,14.1,,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,194.890682,
BRA,SMOKERS,TOT,PC_POP15,A,2011,13.4,,ALCOHOL,TOT,LT_CAP15,A,7.1,,POP,TOT,MLN_PER,A,196.603732,
BRA,SMOKERS,TOT,PC_POP15,A,2012,12.1,,ALCOHOL,TOT,LT_CAP15,A,7.1,,POP,TOT,MLN_PER,A,198.314934,
BRA,SMOKERS,TOT,PC_POP15,A,2013,11.3,,ALCOHOL,TOT,LT_CAP15,A,6.9,,POP,TOT,MLN_PER,A,200.004188,
BRA,SMOKERS,TOT,PC_POP15,A,2014,10.8,,ALCOHOL,TOT,LT_CAP15,A,6.9,,POP,TOT,MLN_PER,A,201.717541,
BRA,SMOKERS,TOT,PC_POP15,A,2015,10.4,,ALCOHOL,TOT,LT_CAP15,A,6.6,,POP,TOT,MLN_PER,A,203.475683,
BRA,SMOKERS,TOT,PC_POP15,A,2016,10.2,,ALCOHOL,TOT,LT_CAP15,A,6.4,,POP,TOT,MLN_PER,A,205.156587,
BRA,SMOKERS,TOT,PC_POP15,A,2017,10.1,,ALCOHOL,TOT,LT_CAP15,A,6.3,,POP,TOT,MLN_PER,A,206.804741,
BRA,SMOKERS,TOT,PC_POP15,A,2018,9.3,,ALCOHOL,TOT,LT_CAP15,A,6.2,,POP,TOT,MLN_PER,A,208.4949,
BRA,SMOKERS,TOT,PC_POP15,A,2019,9.8,,ALCOHOL,TOT,LT_CAP15,A,6.1,,POP,TOT,MLN_PER,A,210.147125,
CHL,SMOKERS,TOT,PC_POP15,A,2003,33.0,,ALCOHOL,TOT,LT_CAP15,A,6.5,,POP,TOT,MLN_PER,A,15.856977,
CHL,SMOKERS,TOT,PC_POP15,A,2009,29.8,,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,16.881078,
CHL,SMOKERS,TOT,PC_POP15,A,2016,24.5,,ALCOHOL,TOT,LT_CAP15,A,6.4,B,POP,TOT,MLN_PER,A,18.167147,
CHN,SMOKERS,TOT,PC_POP15,A,2000,27.5,D,ALCOHOL,TOT,LT_CAP15,A,3.0,,POP,TOT,MLN_PER,A,1264.09907,
CHN,SMOKERS,TOT,PC_POP15,A,2005,26.6,D,ALCOHOL,TOT,LT_CAP15,A,2.9,,POP,TOT,MLN_PER,A,1304.88756,
CHN,SMOKERS,TOT,PC_POP15,A,2010,26.2,D,ALCOHOL,TOT,LT_CAP15,A,5.8,,POP,TOT,MLN_PER,A,1348.191369,
CHN,SMOKERS,TOT,PC_POP15,A,2015,25.8,D,ALCOHOL,TOT,LT_CAP15,A,5.7,,POP,TOT,MLN_PER,A,1393.715447,
CHN,SMOKERS,TOT,PC_POP15,A,2018,25.4,D,ALCOHOL,TOT,LT_CAP15,A,4.8,,POP,TOT,MLN_PER,A,1417.069468,
CHN,SMOKERS,TOT,PC_POP15,A,2019,25.4,D,ALCOHOL,TOT,LT_CAP15,A,4.5,,POP,TOT,MLN_PER,A,1421.864034,
EST,SMOKERS,TOT,PC_POP15,A,1990,27.5,,ALCOHOL,TOT,LT_CAP15,A,9.8,,POP,TOT,MLN_PER,A,1.569174,
EST,SMOKERS,TOT,PC_POP15,A,1992,30.9,,ALCOHOL,TOT,LT_CAP15,A,7.8,,POP,TOT,MLN_PER,A,1.533091,
EST,SMOKERS,TOT,PC_POP15,A,1994,33.5,,ALCOHOL,TOT,LT_CAP15,A,8.2,,POP,TOT,MLN_PER,A,1.462514,
EST,SMOKERS,TOT,PC_POP15,A,1996,31.9,,ALCOHOL,TOT,LT_CAP15,A,8.0,,POP,TOT,MLN_PER,A,1.415594,
EST,SMOKERS,TOT,PC_POP15,A,1998,29.7,,ALCOHOL,TOT,LT_CAP15,A,8.0,,POP,TOT,MLN_PER,A,1.386156,
EST,SMOKERS,TOT,PC_POP15,A,2000,30.3,,ALCOHOL,TOT,LT_CAP15,A,9.0,,POP,TOT,MLN_PER,A,1.396985,
EST,SMOKERS,TOT,PC_POP15,A,2002,28.3,,ALCOHOL,TOT,LT_CAP15,A,12.0,,POP,TOT,MLN_PER,A,1.37935,
EST,SMOKERS,TOT,PC_POP15,A,2004,32.8,,ALCOHOL,TOT,LT_CAP15,A,11.5,D,POP,TOT,MLN_PER,A,1.36255,
EST,SMOKERS,TOT,PC_POP15,A,2006,27.8,,ALCOHOL,TOT,LT_CAP15,A,13.4,D,POP,TOT,MLN_PER,A,1.34681,
EST,SMOKERS,TOT,PC_POP15,A,2008,26.2,,ALCOHOL,TOT,LT_CAP15,A,14.2,D,POP,TOT,MLN_PER,A,1.33709,
EST,SMOKERS,TOT,PC_POP15,A,2010,26.2,,ALCOHOL,TOT,LT_CAP15,A,11.4,D,POP,TOT,MLN_PER,A,1.331475,
EST,SMOKERS,TOT,PC_POP15,A,2012,26.0,,ALCOHOL,TOT,LT_CAP15,A,12.1,D,POP,TOT,MLN_PER,A,1.322696,
EST,SMOKERS,TOT,PC_POP15,A,2014,22.1,,ALCOHOL,TOT,LT_CAP15,A,11.1,D,POP,TOT,MLN_PER,A,1.314545,
EST,SMOKERS,TOT,PC_POP15,A,2016,21.3,,ALCOHOL,TOT,LT_CAP15,A,10.2,D,POP,TOT,MLN_PER,A,1.31579,
EST,SMOKERS,TOT,PC_POP15,A,2018,17.2,,ALCOHOL,TOT,LT_CAP15,A,10.0,D,POP,TOT,MLN_PER,A,1.321977,
EST,SMOKERS,TOT,PC_POP15,A,2020,17.9,,ALCOHOL,TOT,LT_CAP15,A,10.5,D,POP,TOT,MLN_PER,A,1.329479,
IND,SMOKERS,TOT,PC_POP15,A,2000,26.9,D,ALCOHOL,TOT,LT_CAP15,A,0.9,,POP,TOT,MLN_PER,A,1059.633677,
IND,SMOKERS,TOT,PC_POP15,A,2005,19.8,D,ALCOHOL,TOT,LT_CAP15,A,1.3,,POP,TOT,MLN_PER,A,1154.638709,
IND,SMOKERS,TOT,PC_POP15,A,2010,14.7,D,ALCOHOL,TOT,LT_CAP15,A,2.7,,POP,TOT,MLN_PER,A,1240.61362,
IND,SMOKERS,TOT,PC_POP15,A,2015,10.9,D,ALCOHOL,TOT,LT_CAP15,A,3.0,,POP,TOT,MLN_PER,A,1322.866502,
IND,SMOKERS,TOT,PC_POP15,A,2018,9.1,D,ALCOHOL,TOT,LT_CAP15,A,3.0,,POP,TOT,MLN_PER,A,1369.003306,
IND,SMOKERS,TOT,PC_POP15,A,2019,8.6,D,ALCOHOL,TOT,LT_CAP15,A,3.1,,POP,TOT,MLN_PER,A,1383.112051,
IDN,SMOKERS,TOT,PC_POP15,A,2000,30.2,D,ALCOHOL,TOT,LT_CAP15,A,0.1,,POP,TOT,MLN_PER,A,211.513822,
IDN,SMOKERS,TOT,PC_POP15,A,2005,30.7,D,ALCOHOL,TOT,LT_CAP15,A,0.1,,POP,TOT,MLN_PER,A,226.289468,
IDN,SMOKERS,TOT,PC_POP15,A,2010,31.4,D,ALCOHOL,TOT,LT_CAP15,A,0.1,,POP,TOT,MLN_PER,A,241.834226,
IDN,SMOKERS,TOT,PC_POP15,A,2015,32.0,D,ALCOHOL,TOT,LT_CAP15,A,0.1,,POP,TOT,MLN_PER,A,255.5879,
IDN,SMOKERS,TOT,PC_POP15,A,2018,32.3,D,ALCOHOL,TOT,LT_CAP15,A,0.1,,POP,TOT,MLN_PER,A,264.1616,
IDN,SMOKERS,TOT,PC_POP15,A,2019,32.6,D,ALCOHOL,TOT,LT_CAP15,A,0.1,,POP,TOT,MLN_PER,A,266.9119,
ISR,SMOKERS,TOT,PC_POP15,A,1996,24.5,,ALCOHOL,TOT,LT_CAP15,A,1.6,,POP,TOT,MLN_PER,A,5.6851,
ISR,SMOKERS,TOT,PC_POP15,A,2000,24.1,,ALCOHOL,TOT,LT_CAP15,A,2.6,,POP,TOT,MLN_PER,A,6.2892,
ISR,SMOKERS,TOT,PC_POP15,A,2002,21.9,B,ALCOHOL,TOT,LT_CAP15,A,2.8,,POP,TOT,MLN_PER,A,6.569957,
ISR,SMOKERS,TOT,PC_POP15,A,2004,21.6,,ALCOHOL,TOT,LT_CAP15,A,2.4,,POP,TOT,MLN_PER,A,6.808969,
ISR,SMOKERS,TOT,PC_POP15,A,2006,19.5,,ALCOHOL,TOT,LT_CAP15,A,2.3,,POP,TOT,MLN_PER,A,7.053707,
ISR,SMOKERS,TOT,PC_POP15,A,2008,18.7,,ALCOHOL,TOT,LT_CAP15,A,2.6,,POP,TOT,MLN_PER,A,7.331353,
ISR,SMOKERS,TOT,PC_POP15,A,2010,18.5,,ALCOHOL,TOT,LT_CAP15,A,2.8,,POP,TOT,MLN_PER,A,7.623561,
ISR,SMOKERS,TOT,PC_POP15,A,2013,16.2,,ALCOHOL,TOT,LT_CAP15,A,2.9,,POP,TOT,MLN_PER,A,8.059456,
ISR,SMOKERS,TOT,PC_POP15,A,2014,17.1,,ALCOHOL,TOT,LT_CAP15,A,2.7,,POP,TOT,MLN_PER,A,8.215668,
ISR,SMOKERS,TOT,PC_POP15,A,2016,19.6,B,ALCOHOL,TOT,LT_CAP15,A,2.7,,POP,TOT,MLN_PER,A,8.546009,
ISR,SMOKERS,TOT,PC_POP15,A,2017,16.9,,ALCOHOL,TOT,LT_CAP15,A,2.9,,POP,TOT,MLN_PER,A,8.713268,
ISR,SMOKERS,TOT,PC_POP15,A,2019,16.4,,ALCOHOL,TOT,LT_CAP15,A,3.1,,POP,TOT,MLN_PER,A,9.054026,
RUS,SMOKERS,TOT,PC_POP15,A,1991,30.0,,ALCOHOL,TOT,LT_CAP15,A,16.1,,POP,TOT,MLN_PER,A,148.39422,
RUS,SMOKERS,TOT,PC_POP15,A,1998,33.9,,ALCOHOL,TOT,LT_CAP15,A,16.9,,POP,TOT,MLN_PER,A,147.670787,
RUS,SMOKERS,TOT,PC_POP15,A,2000,34.9,,ALCOHOL,TOT,LT_CAP15,A,18.8,,POP,TOT,MLN_PER,A,146.596873,
RUS,SMOKERS,TOT,PC_POP15,A,2001,35.1,,ALCOHOL,TOT,LT_CAP15,A,19.4,,POP,TOT,MLN_PER,A,145.976465,
RUS,SMOKERS,TOT,PC_POP15,A,2004,35.8,,ALCOHOL,TOT,LT_CAP15,A,19.3,,POP,TOT,MLN_PER,A,143.821218,
RUS,SMOKERS,TOT,PC_POP15,A,2009,39.4,B,ALCOHOL,TOT,LT_CAP15,A,16.1,,POP,TOT,MLN_PER,A,141.909248,
RUS,SMOKERS,TOT,PC_POP15,A,2016,30.3,B,ALCOHOL,TOT,LT_CAP15,A,13.0,,POP,TOT,MLN_PER,A,146.674542,
RUS,SMOKERS,TOT,PC_POP15,A,2017,27.5,B,ALCOHOL,TOT,LT_CAP15,A,11.1,,POP,TOT,MLN_PER,A,146.842404,
RUS,SMOKERS,TOT,PC_POP15,A,2018,26.7,,ALCOHOL,TOT,LT_CAP15,A,11.1,,POP,TOT,MLN_PER,A,146.830572,
RUS,SMOKERS,TOT,PC_POP15,A,2019,25.8,,ALCOHOL,TOT,LT_CAP15,A,10.8,,POP,TOT,MLN_PER,A,146.764661,
SVN,SMOKERS,TOT,PC_POP15,A,2001,22.4,,ALCOHOL,TOT,LT_CAP15,A,13.0,,POP,TOT,MLN_PER,A,1.992035,
SVN,SMOKERS,TOT,PC_POP15,A,2007,18.9,,ALCOHOL,TOT,LT_CAP15,A,11.0,,POP,TOT,MLN_PER,A,2.019406,
SVN,SMOKERS,TOT,PC_POP15,A,2014,18.9,,ALCOHOL,TOT,LT_CAP15,A,10.9,,POP,TOT,MLN_PER,A,2.061623,
SVN,SMOKERS,TOT,PC_POP15,A,2019,17.4,,ALCOHOL,TOT,LT_CAP15,A,11.1,,POP,TOT,MLN_PER,A,2.08931,
ZAF,SMOKERS,TOT,PC_POP15,A,2000,22.6,D,ALCOHOL,TOT,LT_CAP15,A,7.7,,POP,TOT,MLN_PER,A,46.813268,
ZAF,SMOKERS,TOT,PC_POP15,A,2005,21.6,D,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,47.810182,
ZAF,SMOKERS,TOT,PC_POP15,A,2010,21.0,D,ALCOHOL,TOT,LT_CAP15,A,7.1,,POP,TOT,MLN_PER,A,51.095503,
ZAF,SMOKERS,TOT,PC_POP15,A,2015,20.6,D,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,55.203738,
ZAF,SMOKERS,TOT,PC_POP15,A,2018,20.3,D,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,57.673251,
ZAF,SMOKERS,TOT,PC_POP15,A,2019,20.2,D,ALCOHOL,TOT,LT_CAP15,A,7.2,,POP,TOT,MLN_PER,A,58.532857,
COL,SMOKERS,TOT,PC_POP15,A,2008,17.1,D,ALCOHOL,TOT,LT_CAP15,A,4.4,,POP,TOT,MLN_PER,A,44.451147,
COL,SMOKERS,TOT,PC_POP15,A,2013,13.0,D,ALCOHOL,TOT,LT_CAP15,A,4.3,,POP,TOT,MLN_PER,A,47.121089,
LVA,SMOKERS,TOT,PC_POP15,A,2008,28.1,,ALCOHOL,TOT,LT_CAP15,A,11.8,,POP,TOT,MLN_PER,A,2.177324,
LVA,SMOKERS,TOT,PC_POP15,A,2014,24.6,,ALCOHOL,TOT,LT_CAP15,A,10.6,,POP,TOT,MLN_PER,A,1.993785,
LVA,SMOKERS,TOT,PC_POP15,A,2019,22.6,,ALCOHOL,TOT,LT_CAP15,A,11.6,,POP,TOT,MLN_PER,A,1.913826,
LTU,SMOKERS,TOT,PC_POP15,A,2005,24.5,,ALCOHOL,TOT,LT_CAP15,A,12.5,,POP,TOT,MLN_PER,A,3.322525,
LTU,SMOKERS,TOT,PC_POP15,A,2014,20.3,,ALCOHOL,TOT,LT_CAP15,A,14.2,,POP,TOT,MLN_PER,A,2.932366,
LTU,SMOKERS,TOT,PC_POP15,A,2019,18.9,,ALCOHOL,TOT,LT_CAP15,A,11.1,,POP,TOT,MLN_PER,A,2.794135,
CRI,SMOKERS,TOT,PC_POP15,A,1990,16.6,,ALCOHOL,TOT,LT_CAP15,A,6.1,,POP,TOT,MLN_PER,A,3.029336,
CRI,SMOKERS,TOT,PC_POP15,A,1991,16.2,E,ALCOHOL,TOT,LT_CAP15,A,6.1,,POP,TOT,MLN_PER,A,3.101536,
CRI,SMOKERS,TOT,PC_POP15,A,1992,15.8,E,ALCOHOL,TOT,LT_CAP15,A,5.6,,POP,TOT,MLN_PER,A,3.170537,
CRI,SMOKERS,TOT,PC_POP15,A,1993,15.5,E,ALCOHOL,TOT,LT_CAP15,A,5.6,,POP,TOT,MLN_PER,A,3.239868,
CRI,SMOKERS,TOT,PC_POP15,A,1994,15.1,E,ALCOHOL,TOT,LT_CAP15,A,6.1,,POP,TOT,MLN_PER,A,3.334223,
CRI,SMOKERS,TOT,PC_POP15,A,1995,14.7,,ALCOHOL,TOT,LT_CAP15,A,5.9,,POP,TOT,MLN_PER,A,3.428278,
CRI,SMOKERS,TOT,PC_POP15,A,1996,14.3,E,ALCOHOL,TOT,LT_CAP15,A,5.6,,POP,TOT,MLN_PER,A,3.520866,
CRI,SMOKERS,TOT,PC_POP15,A,1997,13.8,E,ALCOHOL,TOT,LT_CAP15,A,5.6,,POP,TOT,MLN_PER,A,3.611224,
CRI,SMOKERS,TOT,PC_POP15,A,1998,13.4,E,ALCOHOL,TOT,LT_CAP15,A,5.6,,POP,TOT,MLN_PER,A,3.699939,
CRI,SMOKERS,TOT,PC_POP15,A,1999,12.9,E,ALCOHOL,TOT,LT_CAP15,A,5.4,,POP,TOT,MLN_PER,A,3.786841,
CRI,SMOKERS,TOT,PC_POP15,A,2000,12.5,,ALCOHOL,TOT,LT_CAP15,A,4.2,,POP,TOT,MLN_PER,A,3.872349,
CRI,SMOKERS,TOT,PC_POP15,A,2006,15.8,,ALCOHOL,TOT,LT_CAP15,A,4.2,,POP,TOT,MLN_PER,A,4.278656,
CRI,SMOKERS,TOT,PC_POP15,A,2007,15.5,,ALCOHOL,TOT,LT_CAP15,A,4.3,,POP,TOT,MLN_PER,A,4.34039,
CRI,SMOKERS,TOT,PC_POP15,A,2008,15.1,,ALCOHOL,TOT,LT_CAP15,A,4.3,,POP,TOT,MLN_PER,A,4.40409,
CRI,SMOKERS,TOT,PC_POP15,A,2009,14.8,,ALCOHOL,TOT,LT_CAP15,A,4.1,,POP,TOT,MLN_PER,A,4.469337,
CRI,SMOKERS,TOT,PC_POP15,A,2010,14.4,,ALCOHOL,TOT,LT_CAP15,A,3.7,,POP,TOT,MLN_PER,A,4.533894,
CRI,SMOKERS,TOT,PC_POP15,A,2011,13.7,,ALCOHOL,TOT,LT_CAP15,A,3.3,B,POP,TOT,MLN_PER,A,4.592149,
CRI,SMOKERS,TOT,PC_POP15,A,2012,13.0,,ALCOHOL,TOT,LT_CAP15,A,3.2,,POP,TOT,MLN_PER,A,4.65245893050581,
CRI,SMOKERS,TOT,PC_POP15,A,2013,12.3,,ALCOHOL,TOT,LT_CAP15,A,3.1,,POP,TOT,MLN_PER,A,4.71316814141015,
CRI,SMOKERS,TOT,PC_POP15,A,2014,11.7,,ALCOHOL,TOT,LT_CAP15,A,3.2,,POP,TOT,MLN_PER,A,4.77312993384446,
CRI,SMOKERS,TOT,PC_POP15,A,2015,11.0,,ALCOHOL,TOT,LT_CAP15,A,3.2,,POP,TOT,MLN_PER,A,4.8322338134651,
CRI,SMOKERS,TOT,PC_POP15,A,2016,10.5,E,ALCOHOL,TOT,LT_CAP15,A,3.4,,POP,TOT,MLN_PER,A,4.89037945221625,
CRI,SMOKERS,TOT,PC_POP15,A,2017,10.0,E,ALCOHOL,TOT,LT_CAP15,A,3.3,,POP,TOT,MLN_PER,A,4.94748959332252,
CRI,SMOKERS,TOT,PC_POP15,A,2018,9.5,E,ALCOHOL,TOT,LT_CAP15,A,3.3,,POP,TOT,MLN_PER,A,5.00340195767213,
CRI,SMOKERS,TOT,PC_POP15,A,2019,8.9,E,ALCOHOL,TOT,LT_CAP15,A,3.1,,POP,TOT,MLN_PER,A,5.05800714721902,
CRI,SMOKERS,TOT,PC_POP15,A,2020,8.4,E,ALCOHOL,TOT,LT_CAP15,A,3.2,,POP,TOT,MLN_PER,A,5.11123821646865,
CRI,SMOKERS,TOT,PC_POP15,A,2021,7.8,E,ALCOHOL,TOT,LT_CAP15,A,3.1,P,POP,TOT,MLN_PER,A,5.16303797091561,
ARG,SMOKERS,TOT,PC_POP15,A,2010,28.3,D,ALCOHOL,TOT,LT_CAP15,A,8.2,,POP,TOT,MLN_PER,A,40.788453,
ARG,SMOKERS,TOT,PC_POP15,A,2015,26.0,D,ALCOHOL,TOT,LT_CAP15,A,8.5,,POP,TOT,MLN_PER,A,43.131966,
ARG,SMOKERS,TOT,PC_POP15,A,2018,24.7,D,ALCOHOL,TOT,LT_CAP15,A,8.0,,POP,TOT,MLN_PER,A,44.494502,
ARG,SMOKERS,TOT,PC_POP15,A,2019,24.3,D,ALCOHOL,TOT,LT_CAP15,A,8.0,,POP,TOT,MLN_PER,A,44.938712,
